,Recency,Frequency,Monetry,Cluster
1065,11,31,371170.0,1
1066,368,7,28776.0,2
1067,81,31,49819.0,1
1068,5,44,76546.0,1
1069,12,16,161456.0,1
1070,10,13,24037.0,1
1071,4,438,4832240.0,0
1072,117,39,89832.0,1
1073,18,33,72624.0,1
1074,10,23,42847.0,1
1075,48,62,585042.0,1
1076,169,17,35476.0,2
1077,9,137,340085.0,1
1078,55,13,177752.0,1
1079,10,10,28848.0,1
1080,368,7,12904.0,2
1081,7,76,213724.0,1
1082,48,12,16826.0,1
1083,9,32,100525.0,1
1084,185,10,55611.0,2
1085,10,33,62822.0,1
1086,11,67,139931.0,1
1087,11,58,201917.0,1
1088,24,174,496164.0,1
1089,10,31,61770.0,1
1090,9,22,43194.0,1
1091,18,36,157544.0,1
1092,145,59,46249.0,1
1093,7,96,92490.0,1
1094,11,40,120521.0,1
1095,9,46,215952.0,1
1096,177,11,23762.0,2
1097,58,93,49218.0,1
1098,23,15,32738.0,1
1099,20,74,258923.0,1
1100,22,4,5205.0,1
1101,13,29,45817.0,1
1102,13,55,106296.0,1
1103,212,19,37675.0,2
1104,6,174,81863.0,1
1105,77,1,8600.0,1
1106,13,206,430493.0,1
1107,20,20,47496.0,1
1108,10,9,38876.0,1
1109,16,58,101610.0,1
1110,102,5,232600.0,1
1111,52,101,207597.0,1
1112,12,94,200635.0,1
1113,11,80,238153.0,1
1114,58,24,121794.0,1
1115,11,114,923231.0,1
1116,14,17,63374.0,1
1117,58,11,24095.0,1
1118,327,28,26320.0,2
1119,2,77,154078.0,1
1120,13,142,301243.0,1
1121,16,22,38342.0,1
1122,14,30,60914.0,1
1123,83,7,18261.0,1
1124,9,61,130667.0,1
1125,39,32,72383.0,1
1126,12,307,396921.0,0
1127,6,118,346818.0,1
1128,11,338,787206.0,0
1129,15,24,44183.0,1
1130,359,18,63012.0,2
1131,14,104,241264.0,1
1132,10,7,13848.0,1
1133,89,3,18624.0,1
1134,55,36,147650.0,1
1135,14,165,406700.0,1
1136,8,179,2192280.0,0
1137,3,66,158550.0,1
1138,4,154,320137.0,1
1139,8,60,93417.0,1
1140,75,28,61916.0,1
1141,101,16,30381.0,1
1142,205,19,43402.0,2
1143,15,40,78040.0,1
1144,11,15,47906.0,1
1145,2,114,228414.0,1
1146,10,27,114051.0,1
1147,298,21,91094.0,2
1148,18,30,66794.0,1
1149,9,119,327088.0,1
1150,52,17,40374.0,1
1151,326,12,20510.0,2
1152,17,19,48270.0,1
1153,75,43,95215.0,1
1154,13,149,367834.0,1
1155,39,26,48894.0,1
1156,12,126,307474.0,1
1157,15,148,391367.0,1
1158,9,34,78047.0,1
1159,51,18,38358.0,1
1160,50,30,165454.0,1
1161,10,31,60724.0,1
1162,322,7,21663.0,2
1163,54,20,45394.0,1
1164,2,137,234744.0,1
1165,11,45,79053.0,1
1166,24,11,28914.0,1
1167,81,21,46706.0,1
1168,9,27,53560.0,1
1169,173,10,86357.0,2
1170,58,17,48184.0,1
1171,11,59,155477.0,1
1172,295,16,34377.0,2
1173,114,23,71566.0,1
1174,264,31,112988.0,2
1175,174,27,50992.0,2
1176,173,9,22725.0,2
1177,9,7,10592.0,1
1178,18,46,104174.0,1
1179,10,49,115174.0,1
1180,11,45,607342.0,1
1181,81,11,81029.0,1
1182,10,5,10984.0,1
1183,365,3,13024.0,2
1184,3,160,357665.0,1
1185,16,36,90375.0,1
1186,177,39,85597.0,2
1187,15,137,404688.0,1
1188,38,19,344286.0,1
1189,2,30,45266.0,1
1190,13,33,40072.0,1
1191,6,152,127086.0,1
1192,403,5,-11694.0,2
1193,17,92,77954.0,1
1194,22,12,29006.0,1
1195,16,11,21924.0,1
1196,18,35,91898.0,1
1197,152,2,10530.0,2
1198,8,633,1113829.0,0
1199,10,158,361770.0,1
1200,101,15,25157.0,1
1201,200,11,33686.0,2
1202,50,28,53946.0,1
1203,9,340,328724.0,0
1204,209,10,43178.0,2
1205,50,15,36851.0,1
1206,81,54,121590.0,1
1207,10,11,26950.0,1
1208,70,115,240778.0,1
1209,34,112,324582.0,1
1210,29,16,127492.0,1
1211,5,353,884115.0,0
1212,20,13,43429.0,1
1213,20,239,559638.0,0
1214,10,41,199572.0,1
1215,15,16,42763.0,1
1216,20,85,130398.0,1
1217,31,5,10714.0,1
1218,36,125,382113.0,1
1219,4,155,275868.0,1
1220,16,87,179460.0,1
1221,9,212,496567.0,1
1222,208,16,98949.0,2
1223,51,39,258574.0,1
1224,13,47,97239.0,1
1225,11,171,599457.0,1
1226,15,84,408585.0,1
1227,79,30,127459.0,1
1228,203,44,87257.0,2
1229,47,11,40452.0,1
1230,47,34,72658.0,1
1231,81,39,101776.0,1
1232,53,20,112726.0,1
1233,43,162,541332.0,1
1234,11,68,188748.0,1
1235,20,39,86924.0,1
1236,74,22,72623.0,1
1237,137,28,65219.0,1
1238,8,31,77964.0,1
1239,12,16,37972.0,1
1240,63,6,13908.0,1
1241,40,15,57438.0,1
1242,11,243,307161.0,1
1243,12,251,1696418.0,0
1244,8,152,400683.0,1
1245,13,92,65569.0,1
1246,29,66,174196.0,1
1247,78,38,77308.0,1
1248,177,28,17031.0,2
1249,81,93,201742.0,1
1250,9,6,17888.0,1
1251,10,240,434992.0,0
1252,267,21,19192.0,2
1253,18,209,81035.0,1
1254,172,6,195522.0,2
1255,78,13,30426.0,1
1256,38,34,150518.0,1
1257,18,88,50950.0,1
1258,13,505,760433.0,0
1259,9,54,111085.0,1
1260,1,214,1764541.0,0
1261,20,56,27949.0,1
1262,104,4,33890.0,1
1263,66,6,12644.0,1
1264,111,10,79132.0,1
1265,2,1127,1020148.0,0
1266,10,291,860598.0,0
1267,267,8,27568.0,2
1268,5,203,890648.0,0
1269,69,111,1349698.0,1
1270,9,81,235080.0,1
1271,267,7,17433.0,2
1272,10,52,56690.0,1
1273,321,24,29822.0,2
1274,4,331,175218.0,0
1275,9,14,18214.0,1
1276,5,43,131134.0,1
1277,12,46,16265.0,1
1278,17,42,63392.0,1
1279,14,65,118844.0,1
1280,12,12,53136.0,1
1281,9,4,6492.0,1
1282,18,155,119155.0,1
1283,365,29,24900.0,2
1284,5,181,142996.0,1
1285,3,451,612688.0,0
1286,3,70,33412.0,1
1287,9,589,5678995.0,5
1288,58,14,23739.0,1
1289,326,1,8352.0,2
1290,8,217,508321.0,1
1291,20,105,60215.0,1
1292,5,5099,6146204.0,3
1293,9,21,19091.0,1
1294,10,252,420386.0,0
1295,142,26,22838.0,1
1296,81,34,795177.0,1
1297,8,84,175631.0,1
1298,155,21,26096.0,2
1299,90,76,169657.0,1
1300,11,124,361086.0,1
1301,9,35,75231.0,1
1302,26,14,9424.0,1
1303,5,157,704558.0,1
1304,11,11,95357.0,1
1305,9,173,359575.0,1
1306,4,38,213745.0,1
1307,17,15,43651.0,1
1308,9,72,175489.0,1
1309,145,3,13704.0,1
1310,359,1,-2082.0,2
1311,4,161,377047.0,1
1312,85,5,111164.0,1
1313,9,167,362428.0,1
1314,20,15,86422.0,1
1315,12,44,89151.0,1
1316,10,46,90653.0,1
1317,2,52,144699.0,1
1318,293,67,63884.0,2
1319,3,201,531062.0,1
1320,12,30,75351.0,1
1321,2,134,666799.0,1
1322,3,47,127049.0,1
1323,50,26,64788.0,1
1324,4,67,130608.0,1
1325,4,46,106615.0,1
1326,403,22,45056.0,2
1327,143,7,12842.0,1
1328,43,11,414756.0,1
1329,38,240,468219.0,1
1330,57,6,50612.0,1
1331,234,3,16640.0,2
1332,15,40,34154.0,1
1333,9,26,90914.0,1
1334,81,50,96024.0,1
1335,240,52,161084.0,2
1336,267,6,12968.0,2
1337,9,1395,12647317.0,5
1338,20,49,51452.0,1
1339,50,41,86224.0,1
1340,11,1211,685987.0,0
1341,15,108,136553.0,1
1342,174,25,36425.0,2
1343,13,52,297296.0,1
1344,81,29,220734.0,1
1345,17,25,14751.0,1
1346,70,52,66512.0,1
1347,11,58,46170.0,1
1348,45,29,52999.0,1
1349,9,26,18334.0,1
1350,10,164,381795.0,1
1351,298,32,67097.0,2
1352,11,43,66660.0,1
1353,9,325,237192.0,0
1354,50,165,86982.0,1
1355,11,248,498969.0,0
1356,10,24,51181.0,1
1357,332,3,20166.0,2
1358,18,71,255175.0,1
1359,3,277,662591.0,0
1360,2,263,645129.0,0
1361,10,42,106222.0,1
1362,5,604,1409229.0,0
1363,107,8,157596.0,1
1364,112,6,41114.0,1
1365,21,44,79890.0,1
1366,15,2,19752.0,1
1367,61,39,105424.0,1
1368,3,44,19978.0,1
1369,20,38,29749.0,1
1370,240,21,44282.0,2
1371,11,10,17337.0,1
1372,12,88,244389.0,1
1373,19,103,227796.0,1
1374,41,118,280494.0,1
1375,11,9,155680.0,1
1376,9,70,136439.0,1
1377,20,109,244686.0,1
1378,5,59,215044.0,1
1379,3,107,230093.0,1
1380,50,12,26476.0,1
1381,6,7,13646.0,1
1382,46,21,76886.0,1
1383,14,194,456172.0,1
1384,178,41,96639.0,2
1385,11,61,122017.0,1
1386,15,118,130636.0,1
1387,9,73,283495.0,1
1388,27,183,426228.0,1
1389,19,43,179117.0,1
1390,44,54,101174.0,1
1391,14,118,295181.0,1
1392,18,36,167446.0,1
1393,23,159,119867.0,1
1394,13,80,401350.0,1
1395,81,15,63854.0,1
1396,403,9,17633.0,2
1397,329,8,20847.0,2
1398,11,116,283190.0,1
1399,9,42,107479.0,1
1400,44,10,27340.0,1
1401,235,16,34381.0,2
1402,11,148,311405.0,1
1403,15,112,215714.0,1
1404,16,75,182781.0,1
1405,17,20,15917.0,1
1406,293,8,36582.0,2
1407,8,111,245538.0,1
1408,2,78,382408.0,1
1409,264,54,114988.0,2
1410,12,107,408531.0,1
1411,11,112,1554952.0,0
1412,143,5,16202.0,1
1413,51,52,139383.0,1
1414,9,143,345454.0,1
1415,13,19,36422.0,1
1416,111,31,68153.0,1
1417,74,66,148825.0,1
1418,332,29,57851.0,2
1419,137,10,15960.0,1
1420,81,33,75485.0,1
1421,16,29,67670.0,1
1422,11,75,132618.0,1
1423,15,226,493601.0,1
1424,197,8,14544.0,2
1425,4,156,494639.0,1
1426,9,34,65022.0,1
1427,22,27,216966.0,1
1428,16,285,696118.0,0
1429,69,10,33277.0,1
1430,15,17,52158.0,1
1431,38,47,104944.0,1
1432,10,103,276997.0,1
1433,2,238,525477.0,0
1434,17,108,551160.0,1
1435,4,61,137983.0,1
1436,100,6,17356.0,1
1437,10,63,179011.0,1
1438,5,1638,7892625.0,5
1439,19,155,490663.0,1
1440,27,3,6260.0,1
1441,114,16,88401.0,1
1442,45,27,24304.0,1
1443,12,110,232408.0,1
1444,54,35,252082.0,1
1445,15,180,406460.0,1
1446,9,123,310204.0,1
1447,16,27,27034.0,1
1448,11,87,211767.0,1
1449,111,8,26668.0,1
1450,13,104,294597.0,1
1451,40,24,65239.0,1
1452,19,42,48067.0,1
1453,19,123,268579.0,1
1454,75,41,69313.0,1
1455,16,9,20787.0,1
1456,104,12,37517.0,1
1457,17,269,645532.0,0
1458,127,28,57222.0,1
1459,10,26,110761.0,1
1460,10,19,38062.0,1
1461,11,163,343200.0,1
1462,11,63,67259.0,1
1463,17,90,248572.0,1
1464,44,34,76075.0,1
1465,240,17,35902.0,2
1466,45,6,15558.0,1
1467,15,130,286226.0,1
1468,9,23,81766.0,1
1469,12,71,110450.0,1
1470,39,6,14778.0,1
1471,12,60,127255.0,1
1472,264,18,49797.0,2
1473,20,31,18220.0,1
1474,17,21,35912.0,1
1475,257,1,5136.0,2
1476,13,47,129929.0,1
1477,45,6,13498.0,1
1478,6,9,27672.0,1
1479,368,11,23380.0,2
1480,61,38,78478.0,1
1481,50,41,29939.0,1
1482,20,58,106546.0,1
1483,9,118,269098.0,1
1484,23,41,21284.0,1
1485,14,69,452903.0,1
1486,9,533,1145846.0,0
1487,293,8,17560.0,2
1488,296,4,11970.0,2
1489,359,4,8157.0,2
1490,14,75,35113.0,1
1491,75,11,66077.0,1
1492,50,46,50804.0,1
1493,53,56,29008.0,1
1494,27,131,127119.0,1
1495,10,59,164687.0,1
1496,25,14,29451.0,1
1497,299,7,17106.0,2
1498,9,140,213477.0,1
1499,9,191,421159.0,1
1500,10,62,136732.0,1
1501,9,291,556871.0,0
1502,45,5,7542.0,1
1503,3,353,429438.0,0
1504,10,73,59115.0,1
1505,3,95,372035.0,1
1506,146,26,78443.0,1
1507,5,183,640135.0,1
1508,16,26,172065.0,1
1509,9,104,192172.0,1
1510,121,8,17617.0,1
1511,16,75,289254.0,1
1512,14,107,347933.0,1
1513,12,54,259829.0,1
1514,11,285,71297.0,1
1515,48,14,117732.0,1
1516,9,45,115599.0,1
1517,364,23,15742.0,2
1518,41,98,286537.0,1
1519,2,612,726424.0,0
1520,26,14,58676.0,1
1521,4,124,278777.0,1
1522,10,206,129563.0,1
1523,41,30,54767.0,1
1524,61,27,99077.0,1
1525,1,222,567388.0,0
1526,15,3,33816.0,1
1527,26,1,34944.0,1
1528,9,264,494059.0,0
1529,10,17,47024.0,1
1530,8,148,147835.0,1
1531,18,22,45964.0,1
1532,10,382,323693.0,0
1533,28,12,161344.0,1
1534,11,9,15645.0,1
1535,367,5,9228.0,2
1536,109,9,18894.0,1
1537,293,32,293010.0,2
1538,51,55,263435.0,1
1539,2,59,175945.0,1
1540,8,68,182059.0,1
1541,18,98,193153.0,1
1542,1,292,147299.0,0
1543,20,70,145039.0,1
1544,130,20,41384.0,1
1545,10,258,126183.0,1
1546,181,40,60870.0,2
1547,10,109,81945.0,1
1548,11,62,32055.0,1
1549,14,22,13828.0,1
1550,6,974,442142.0,0
1551,18,4,15568.0,1
1552,13,37,221540.0,1
1553,48,17,71583.0,1
1554,149,179,253190.0,1
1555,12,244,239324.0,1
1556,133,6,61795.0,1
1557,16,130,128286.0,1
1558,9,72,280035.0,1
1559,20,90,74019.0,1
1560,20,43,57391.0,1
1561,14,281,251361.0,0
1562,82,7,24418.0,1
1563,50,30,59883.0,1
1564,14,46,110705.0,1
1565,199,19,28023.0,2
1566,20,11,175010.0,1
1567,77,18,38428.0,1
1568,20,13,32480.0,1
1569,135,30,90227.0,1
1570,9,144,287824.0,1
1571,78,10,16961.0,1
1572,52,14,40440.0,1
1573,39,47,19926.0,1
1574,11,145,152194.0,1
1575,10,49,140106.0,1
1576,208,30,62774.0,2
1577,176,17,42777.0,2
1578,8,123,296979.0,1
1579,26,7,19152.0,1
1580,52,6,16136.0,1
1581,48,19,64204.0,1
1582,18,31,58171.0,1
1583,44,193,248906.0,1
1584,17,194,108074.0,1
1585,89,7,42345.0,1
1586,44,12,27165.0,1
1587,9,630,305206.0,0
1588,4,164,452984.0,1
1589,16,107,83233.0,1
1590,15,803,719490.0,0
1591,10,316,237251.0,0
1592,17,98,162433.0,1
1593,11,57,33235.0,1
1594,9,71,166959.0,1
1595,14,23,34334.0,1
1596,200,18,52989.0,2
1597,10,73,139457.0,1
1598,10,101,264900.0,1
1599,37,18,38560.0,1
1600,10,16,35220.0,1
1601,5,4,36978.0,1
1602,11,17,115313.0,1
1603,114,12,40506.0,1
1604,17,203,222070.0,1
1605,12,297,564411.0,0
1606,3,1008,885087.0,0
1607,9,18,54920.0,1
1608,10,229,79035.0,1
1609,11,216,370024.0,1
1610,108,64,113282.0,1
1611,10,63,330088.0,1
1612,3,556,520416.0,0
1613,10,333,367480.0,0
1614,260,19,19192.0,2
1615,58,10,41700.0,1
1616,40,19,45958.0,1
1617,20,32,80631.0,1
1618,48,76,123707.0,1
1619,15,111,178550.0,1
1620,44,5,11411.0,1
1621,5,100,325367.0,1
1622,25,114,276356.0,1
1623,6,417,314697.0,0
1624,4,367,525622.0,0
1625,155,4,72480.0,2
1626,48,56,37940.0,1
1627,20,48,99340.0,1
1628,20,10,24943.0,1
1629,13,58,20448.0,1
1630,9,113,110956.0,1
1631,20,216,306003.0,1
1632,48,21,40579.0,1
1633,10,29,39174.0,1
1634,10,76,278995.0,1
1635,14,69,155530.0,1
1636,4,445,555971.0,0
1637,11,129,385821.0,1
1638,113,4,167200.0,1
1639,42,34,175452.0,1
1640,3,12,28144.0,1
1641,17,28,25610.0,1
1642,6,273,348386.0,0
1643,14,241,187135.0,1
1644,587,1,4392.0,2
1645,20,123,105074.0,1
1646,4,24,32711.0,1
1647,21,17,21507.0,1
1648,100,6,15354.0,1
1649,6,330,142588.0,0
1650,14,101,123354.0,1
1651,51,29,20956.0,1
1652,17,27,28338.0,1
1653,14,384,197528.0,0
1654,403,3,4386.0,2
1655,15,197,206573.0,1
1656,9,164,77649.0,1
1657,22,152,79154.0,1
1658,8,53,46017.0,1
1659,10,102,226026.0,1
1660,20,55,116019.0,1
1661,50,50,31473.0,1
1662,48,25,45334.0,1
1663,20,7,27996.0,1
1664,47,2,74400.0,1
1665,2,2779,1456355.0,0
1666,20,80,1453178.0,1
1667,5,20,205119.0,1
1668,149,3,204930.0,2
1669,170,3,43984.0,2
1670,20,17,67332.0,1
1671,16,22,44495.0,1
1672,47,30,50633.0,1
1673,2,96,234223.0,1
1674,14,21,38409.0,1
1675,9,134,107347.0,1
1676,60,13,29593.0,1
1677,136,57,101211.0,1
1678,10,126,340774.0,1
1679,48,5,-2353.0,1
1680,16,24,78302.0,1
1681,5,153,114352.0,1
1682,52,41,127888.0,1
1683,264,8,16714.0,2
1684,267,20,39890.0,2
1685,9,28,75005.0,1
1686,51,16,53641.0,1
1687,12,175,365394.0,1
1688,10,113,242480.0,1
1689,23,7,16182.0,1
1690,63,2,9908.0,1
1691,173,34,105934.0,2
1692,10,29,89714.0,1
1693,13,30,77363.0,1
1694,3,2053,35536194.0,4
1695,203,30,27552.0,2
1696,5,199,191337.0,1
1697,10,102,83133.0,1
1698,81,29,13846.0,1
1699,2,236,246076.0,1
1700,7,50,252319.0,1
1701,47,80,35462.0,1
1702,13,127,106397.0,1
1703,6,29,26782.0,1
1704,9,259,303005.0,1
1705,87,30,41033.0,1
1706,27,4,12447.0,1
1707,9,168,107056.0,1
1708,9,99,86035.0,1
1709,10,117,147233.0,1
1710,25,13,26097.0,1
1711,9,575,1179769.0,0
1712,19,170,168178.0,1
1713,17,132,56488.0,1
1714,19,61,100905.0,1
1715,4,74,226239.0,1
1716,20,102,79289.0,1
1717,32,44,379844.0,1
1718,372,1,-315.0,2
1719,11,314,3423657.0,0
1720,216,7,53090.0,2
1721,105,2,9472.0,1
1722,15,421,165839.0,0
1723,111,15,81994.0,1
1724,8,358,684289.0,0
1725,209,13,15043.0,2
1726,13,54,44825.0,1
1727,9,71,246838.0,1
1728,142,69,73629.0,1
1729,265,8,18819.0,2
1730,5,133,302655.0,1
1731,15,22,30584.0,1
1732,2,210,156588.0,1
1733,76,8,14899.0,1
1734,9,115,292277.0,1
1735,16,350,294095.0,0
1736,2,348,404083.0,0
1737,20,22,39919.0,1
1738,20,414,207627.0,0
1739,258,1,25300.0,2
1740,3,29,134183.0,1
1741,9,197,611321.0,1
1742,10,139,79226.0,1
1743,11,359,330237.0,0
1744,31,25,107659.0,1
1745,9,341,341471.0,0
1746,26,10,20408.0,1
1747,26,71,116581.0,1
1748,50,55,69040.0,1
1749,2,238,213175.0,1
1750,7,37,77497.0,1
1751,148,29,23305.0,2
1752,9,277,149254.0,1
1753,25,52,104020.0,1
1754,17,10,30342.0,1
1755,403,71,41251.0,2
1756,2,501,258769.0,0
1757,15,45,51641.0,1
1758,9,149,349768.0,1
1759,18,216,1130843.0,0
1760,5,204,692945.0,0
1761,8,17,136049.0,1
1762,40,56,158793.0,1
1763,5,61,586519.0,1
1764,44,93,177128.0,1
1765,20,59,184082.0,1
1766,21,28,139752.0,1
1767,14,70,165543.0,1
1768,16,19,33388.0,1
1769,9,91,189961.0,1
1770,50,5,48988.0,1
1771,88,30,66570.0,1
1772,50,41,86032.0,1
1773,19,237,609602.0,0
1774,20,38,98671.0,1
1775,81,19,48678.0,1
1776,137,71,171479.0,1
1777,5,102,190759.0,1
1778,297,7,6498.0,2
1779,19,11,31906.0,1
1780,264,21,42948.0,2
1781,51,7,29355.0,1
1782,9,39,32587.0,1
1783,15,137,306670.0,1
1784,21,6,17512.0,1
1785,3,1093,1445095.0,0
1786,234,52,112967.0,2
1787,114,9,18474.0,1
1788,59,60,168226.0,1
1789,15,134,347155.0,1
1790,191,3,-2451.0,2
1791,12,35,91192.0,1
1792,17,41,43206.0,1
1793,55,27,59968.0,1
1794,293,6,21854.0,2
1795,27,15,44303.0,1
1796,22,3,12216.0,1
1797,8,30,83272.0,1
1798,30,6,26712.0,1
1799,9,46,111524.0,1
1800,40,4,-49.0,1
1801,22,15,25480.0,1
1802,3,82,161323.0,1
1803,173,6,14052.0,2
1804,2,1164,1095514.0,0
1805,54,12,24504.0,1
1806,52,13,22090.0,1
1807,19,392,595883.0,0
1808,10,59,29522.0,1
1809,17,44,107256.0,1
1810,38,12,42045.0,1
1811,20,47,61855.0,1
1812,82,11,35983.0,1
1813,13,254,343898.0,1
1814,18,255,258425.0,1
1815,370,30,18153.0,2
1816,10,53,114256.0,1
1817,205,4,27391.0,2
1818,17,63,139899.0,1
1819,81,48,81716.0,1
1820,66,13,34354.0,1
1821,23,29,64970.0,1
1822,369,2,5468.0,2
1823,136,70,36502.0,1
1824,9,29,145640.0,1
1825,5,121,270697.0,1
1826,110,16,273640.0,1
1827,14,45,84396.0,1
1828,54,39,27858.0,1
1829,10,70,212747.0,1
1830,9,6,12428.0,1
1831,11,110,232645.0,1
1832,268,4,7944.0,2
1833,10,138,421070.0,1
1834,9,157,328894.0,1
1835,10,130,407812.0,1
1836,149,13,38098.0,2
1837,9,392,1067830.0,0
1838,48,22,46346.0,1
1839,25,28,70133.0,1
1840,11,143,373013.0,1
1841,25,10,50401.0,1
1842,17,130,372051.0,1
1843,120,20,79087.0,1
1844,37,66,166372.0,1
1845,10,61,140182.0,1
1846,20,59,164108.0,1
1847,20,12,25886.0,1
1848,54,6,20682.0,1
1849,26,48,115916.0,1
1850,9,11,32664.0,1
1851,283,4,14376.0,2
1852,10,99,1665383.0,0
1853,15,37,84926.0,1
1854,4,147,368314.0,1
1855,8,72,101000.0,1
1856,264,13,38863.0,2
1857,4,98,60948.0,1
1858,211,28,61344.0,2
1859,111,49,172058.0,1
1860,20,124,182933.0,1
1861,14,47,89447.0,1
1862,20,17,37892.0,1
1863,27,11,68888.0,1
1864,21,54,117271.0,1
1865,73,15,127664.0,1
1866,46,18,44708.0,1
1867,81,6,227500.0,1
1868,209,20,45946.0,2
1869,19,10,19230.0,1
1870,107,7,14797.0,1
1871,14,33,81711.0,1
1872,20,73,165351.0,1
1873,86,23,78571.0,1
1874,8,506,1341649.0,0
1875,206,43,62817.0,2
1876,8,55,157640.0,1
1877,18,119,176957.0,1
1878,9,98,168982.0,1
1879,23,24,44446.0,1
1880,12,364,355128.0,0
1881,3,69,205535.0,1
1882,74,18,71935.0,1
1883,4,168,426618.0,1
1884,82,9,33220.0,1
1885,5,35,46789.0,1
1886,2,5874,17743855.0,3
1887,16,28,134597.0,1
1888,9,87,203156.0,1
1889,47,13,31421.0,1
1890,11,79,182965.0,1
1891,43,45,200035.0,1
1892,15,57,127024.0,1
1893,9,78,184820.0,1
1894,51,44,100311.0,1
1895,16,10,35083.0,1
1896,9,11,30142.0,1
1897,17,128,299868.0,1
1898,5,40,116239.0,1
1899,366,17,40694.0,2
1900,17,88,242572.0,1
1901,298,10,237285.0,2
1902,9,366,1013832.0,0
1903,42,35,181857.0,1
1904,9,172,713542.0,1
1905,283,3,11822.0,2
1906,73,14,37871.0,1
1907,11,64,143507.0,1
1908,20,20,42862.0,1
1909,81,20,44123.0,1
1910,10,149,960858.0,1
1911,26,55,39827.0,1
1912,20,85,40285.0,1
1913,77,12,8192.0,1
1914,14,42,55050.0,1
1915,15,61,91303.0,1
1916,38,27,35091.0,1
1917,11,317,886168.0,0
1918,275,5,14892.0,2
1919,9,198,197688.0,1
1920,16,13,30522.0,1
1921,11,83,77772.0,1
1922,20,38,28734.0,1
1923,50,6,51724.0,1
1924,9,37,20005.0,1
1925,10,34,170536.0,1
1926,9,160,141602.0,1
1927,12,18,12656.0,1
1928,111,32,145021.0,1
1929,9,21,13343.0,1
1930,58,11,44453.0,1
1931,17,71,85994.0,1
1932,81,216,221921.0,1
1933,16,8,14037.0,1
1934,20,41,24536.0,1
1935,203,87,44037.0,2
1936,252,4,39520.0,2
1937,212,40,38888.0,2
1938,17,61,28207.0,1
1939,53,27,97128.0,1
1940,174,75,57030.0,2
1941,50,77,61836.0,1
1942,19,115,207117.0,1
1943,148,157,154257.0,1
1944,9,1159,828830.0,0
1945,52,143,64325.0,1
1946,13,12,19567.0,1
1947,20,182,156327.0,1
1948,9,20,41673.0,1
1949,54,128,53611.0,1
1950,50,35,31470.0,1
1951,173,20,20341.0,2
1952,9,20,16507.0,1
1953,39,32,52887.0,1
1954,267,70,34324.0,2
1955,13,479,230504.0,0
1956,20,135,117642.0,1
1957,4,561,818260.0,0
1958,9,155,214095.0,1
1959,9,72,47060.0,1
1960,17,60,57100.0,1
1961,35,37,124118.0,1
1962,50,48,83653.0,1
1963,163,7,67824.0,2
1964,5,111,89927.0,1
1965,169,52,640764.0,2
1966,5,512,338893.0,0
1967,9,400,564893.0,0
1968,11,27,41792.0,1
1969,81,127,64809.0,1
1970,10,133,75579.0,1
1971,9,1508,2447919.0,0
1972,173,67,23409.0,2
1973,204,5,14862.0,2
1974,9,3,69200.0,1
1975,18,461,906963.0,0
1976,13,12,79400.0,1
1977,9,205,691786.0,0
1978,270,22,47916.0,2
1979,10,98,47783.0,1
1980,17,3,16431.0,1
1981,26,80,227850.0,1
1982,24,143,187430.0,1
1983,293,30,25828.0,2
1984,5,71,128920.0,1
1985,20,114,40923.0,1
1986,17,25,183502.0,1
1987,12,276,272777.0,0
1988,15,239,162277.0,1
1989,38,120,44703.0,1
1990,5,402,5920539.0,5
1991,15,57,142597.0,1
1992,15,5,38566.0,1
1993,9,158,382850.0,1
1994,9,53,88980.0,1
1995,17,82,221706.0,1
1996,50,104,72328.0,1
1997,180,70,132737.0,2
1998,464,1,12024.0,2
1999,11,26,107303.0,1
2000,14,76,73437.0,1
2001,111,42,93575.0,1
2002,81,27,101787.0,1
2003,173,49,114768.0,2
2004,8,451,1230876.0,0
2005,15,48,106611.0,1
2006,10,35,56409.0,1
2007,230,5,11792.0,2
2008,17,15,61264.0,1
2009,10,60,138350.0,1
2010,11,145,316242.0,1
2011,18,23,49854.0,1
2012,10,31,66112.0,1
2013,15,26,51421.0,1
2014,19,111,660568.0,1
2015,14,49,194785.0,1
2016,50,11,25253.0,1
2017,5,25,31944.0,1
2018,183,2,95933.0,2
2019,85,23,63861.0,1
2020,49,5,81794.0,1
2021,130,9,35809.0,1
2022,9,35,84481.0,1
2023,17,71,127985.0,1
2024,10,101,290909.0,1
2025,10,102,196342.0,1
2026,49,19,34245.0,1
2027,14,58,140484.0,1
2028,16,31,52989.0,1
2029,12,40,107838.0,1
2030,9,84,192510.0,1
2031,27,99,479590.0,1
2032,9,197,441490.0,1
2033,20,21,40498.0,1
2034,21,45,167741.0,1
2035,12,80,243860.0,1
2036,16,14,30596.0,1
2037,134,22,48376.0,1
2038,51,28,58497.0,1
2039,95,87,200365.0,1
2040,8,106,283757.0,1
2041,23,15,29692.0,1
2042,27,139,1417904.0,0
2043,10,16,53359.0,1
2044,10,110,207566.0,1
2045,12,84,427231.0,1
2046,173,22,39328.0,2
2047,26,52,129380.0,1
2048,73,29,125874.0,1
2049,9,73,187540.0,1
2050,241,10,14801.0,2
2051,4,69,167084.0,1
2052,49,13,27166.0,1
2053,53,81,324683.0,1
2054,50,26,71144.0,1
2055,137,14,32266.0,1
2056,11,218,804574.0,0
2057,16,67,154054.0,1
2058,135,95,197608.0,1
2059,106,29,77222.0,1
